PROJECT,IPT,RESP,WBS ID,DESCRIPTION,CEC,COMPANY,PERF,MILSTD,CLIN,CHARGE #,YYYYMM,BCWS HRS/UTS,BCWP HRS/UTS,ACT HRS/UTS,ETC HRS/UTS,E
LRIP9B,HJX,HJX,AF36819H,AF36 AV Flight Test Support,,,,,,LAF36819H,201206,,,,0,L
LRIP9B,HJX,HJX,AF36819H,AF36 AV Flight Test Support,,,,,,LAF36819H,201207,,,,0,L
LRIP9B,HJX,HJX,AF36819H,AF36 AV Flight Test Support,,,,,,LAF36819H,201208,,,,0,L
LRIP9B,HJX,HJX,AF36819H,AF36 AV Flight Test Support,,,,,,LAF36819H,201209,,,,0,L
LRIP9B,HJX,HJX,AF36819H,AF36 AV Flight Test Support,,,,,,LAF36819H,201210,,,,50,L
LRIP9B,HJX,HJX,AF36819H,AF36 AV Flight Test Support,,,,,,LAF36819H,201211,,,,16.06,L
LRIP9B,HJX,HJX,AF36819H,AF36 AV Flight Test Support,,,,,,LAF36819H,201212,,,,17.01,L
LRIP9B,HJX,HJX,AF36819H,AF36 AV Flight Test Support,,,,,,LAF36819H,201301,,,,16.06,L
LRIP9B,HEX,HEX,AF36818H,AF36 AV IPT Sect 1100 Support,,,,,,LAF36818H,201112,,,,0,L
LRIP9B,HEX,HEX,AF36818H,AF36 AV IPT Sect 1100 Support,,,,,,LAF36818H,201204,,,,27.55980861,L
LRIP9B,HEX,HEX,AF36818H,AF36 AV IPT Sect 1100 Support,,,,,,LAF36818H,201205,,,,27.55980861,L
LRIP9B,HEX,HEX,AF36818H,AF36 AV IPT Sect 1100 Support,,,,,,LAF36818H,201206,,,,33.07177033,L
LRIP9B,HEX,HEX,AF36818H,AF36 AV IPT Sect 1100 Support,,,,,,LAF36818H,201207,,,,26.18181818,L
LRIP9B,HEX,HEX,AF36818H,AF36 AV IPT Sect 1100 Support,,,,,,LAF36818H,201208,,,,27.55980861,L
LRIP9B,HEX,HEX,AF36818H,AF36 AV IPT Sect 1100 Support,,,,,,LAF36818H,201209,,,,33.07177033,L
LRIP9B,HEX,HEX,AF36818H,AF36 AV IPT Sect 1100 Support,,,,,,LAF36818H,201210,,,,27.55980861,L
LRIP9B,HEX,HEX,AF36818H,AF36 AV IPT Sect 1100 Support,,,,,,LAF36818H,201211,,,,26.18181818,L
LRIP9B,HEX,HEX,AF36818H,AF36 AV IPT Sect 1100 Support,,,,,,LAF36818H,201212,,,,27.55980861,L
LRIP9B,HEX,HEX,AF36818H,AF36 AV IPT Sect 1100 Support,,,,,,LAF36818H,201301,,,,31.6937799,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201103,,,,0,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201104,,,,26.4,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201105,,,,100.38,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201106,,,,132.39,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201107,,,,147.21,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201108,,,,176.85,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201109,,,,336.64,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201110,,,,191.66,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201111,,,,247.84,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201112,,,,113.89,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201201,,,,63.9,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201202,,,,678.95,L
LRIP9B,HEX,HEX,AF37ALLX-3A4A0030,AF37 Assy & Test of Electrical Comp,,,,,,LAF37ALLX,201203,,,,359.32,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G1800,AF37 Moss Point Prod Sec1800,,,,,,LAF37ALLX,201107,,,,87.8,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G1800,AF37 Moss Point Prod Sec1800,,,,,,LAF37ALLX,201108,,,,694.8,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G1800,AF37 Moss Point Prod Sec1800,,,,,,LAF37ALLX,201109,,,,812.8,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G1800,AF37 Moss Point Prod Sec1800,,,,,,LAF37ALLX,201110,,,,15,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G1800,AF37 Moss Point Prod Sec1800,,,,,,LAF37ALLX,201111,,,,15,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G1800,AF37 Moss Point Prod Sec1800,,,,,,LAF37ALLX,201112,,,,1.4,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G1800,AF37 Moss Point Prod Sec1800,,,,,,LAF37ALLX,201201,,,,13.6,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G1800,AF37 Moss Point Prod Sec1800,,,,,,LAF37ALLX,201202,,,,0,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2000,AF37 Moss Point Prod Sec2000,,,,,,LAF37ALLX,201105,,,,53.5,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2000,AF37 Moss Point Prod Sec2000,,,,,,LAF37ALLX,201106,,,,451.9,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2000,AF37 Moss Point Prod Sec2000,,,,,,LAF37ALLX,201107,,,,217.1,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2000,AF37 Moss Point Prod Sec2000,,,,,,LAF37ALLX,201108,,,,76.7,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2000,AF37 Moss Point Prod Sec2000,,,,,,LAF37ALLX,201109,,,,112.9,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2005,AF37 Moss Point Prod Sec2005,,,,,,LAF37ALLX,201103,,,,193.1,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2005,AF37 Moss Point Prod Sec2005,,,,,,LAF37ALLX,201104,,,,379,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2005,AF37 Moss Point Prod Sec2005,,,,,,LAF37ALLX,201105,,,,205.3,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2015,AF37 Moss Point Prod Sec2015,,,,,,LAF37ALLX,201103,,,,187.9,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2015,AF37 Moss Point Prod Sec2015,,,,,,LAF37ALLX,201104,,,,552,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2015,AF37 Moss Point Prod Sec2015,,,,,,LAF37ALLX,201105,,,,579.3,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2015,AF37 Moss Point Prod Sec2015,,,,,,LAF37ALLX,201106,,,,170.9,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2025,AF37 Moss Point Prod Sec2025,,,,,,LAF37ALLX,201103,,,,106.5,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2025,AF37 Moss Point Prod Sec2025,,,,,,LAF37ALLX,201104,,,,143,L
LRIP9B,HHX,HHX,AF37ALLX-3M1G2025,AF37 Moss Point Prod Sec2025,,,,,,LAF37ALLX,201105,,,,74.4,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1100,AF37 Build PMC Sect1100,,,,,,LAF37ALLX,201207,,,,0,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1100,AF37 Build PMC Sect1100,,,,,,LAF37ALLX,201208,,,,0,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1100,AF37 Build PMC Sect1100,,,,,,LAF37ALLX,201209,,,,261.8,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1100,AF37 Build PMC Sect1100,,,,,,LAF37ALLX,201210,,,,785.3,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1400,AF37 Build PMC Sect1400,,,,,,LAF37ALLX,201204,,,,606.5,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1400,AF37 Build PMC Sect1400,,,,,,LAF37ALLX,201205,,,,808.7,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1400,AF37 Build PMC Sect1400,,,,,,LAF37ALLX,201206,,,,960.6,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1400,AF37 Build PMC Sect1400,,,,,,LAF37ALLX,201207,,,,555.2,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1600,AF37 Build PMC Sect1600,,,,,,LAF37ALLX,201112,,,,0,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1600,AF37 Build PMC Sect1600,,,,,,LAF37ALLX,201201,,,,512.4,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1600,AF37 Build PMC Sect1600,,,,,,LAF37ALLX,201202,,,,523.6,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1600,AF37 Build PMC Sect1600,,,,,,LAF37ALLX,201203,,,,661.4,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1600,AF37 Build PMC Sect1600,,,,,,LAF37ALLX,201204,,,,172.7,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1700,AF37 Build PMC Sect1700,,,,,,LAF37ALLX,201105,,,,0,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1700,AF37 Build PMC Sect1700,,,,,,LAF37ALLX,201106,,,,6.9,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1700,AF37 Build PMC Sect1700,,,,,,LAF37ALLX,201107,,,,9.9,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1700,AF37 Build PMC Sect1700,,,,,,LAF37ALLX,201109,,,,160.4,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1700,AF37 Build PMC Sect1700,,,,,,LAF37ALLX,201110,,,,665,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1700,AF37 Build PMC Sect1700,,,,,,LAF37ALLX,201111,,,,623.4,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1700,AF37 Build PMC Sect1700,,,,,,LAF37ALLX,201112,,,,337,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1700,AF37 Build PMC Sect1700,,,,,,LAF37ALLX,201201,,,,633.5,L
LRIP9B,HHX,HHX,AF37ALLX-4A1G1700,AF37 Build PMC Sect1700,,,,,,LAF37ALLX,201202,,,,245.7,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201103,,,,0,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201112,,,,0,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201205,,,,20,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201206,,,,20,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201207,,,,30,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201208,,,,27,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201209,,,,20,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201210,,,,20,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201211,,,,16,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201308,,,,1,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201309,,,,1,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201310,,,,1,L
LRIP9B,HBX,HBX,AF37811H,AF37 Weight & Balances Test,,,,,,LAF37811H,201311,,,,2,L
LRIP9B,HDX,HDX,AF37ALLX-813H0030,AF37 Static Proof Tests,,,,,,LAF37ALLX,201102,,,,11,L
LRIP9B,HDX,HDX,AF37ALLX-813H0030,AF37 Static Proof Tests,,,,,,LAF37ALLX,201103,,,,10,L
LRIP9B,HDX,HDX,AF37ALLX-813H0030,AF37 Static Proof Tests,,,,,,LAF37ALLX,201104,,,,10,L
LRIP9B,HDX,HDX,AF37ALLX-813H0030,AF37 Static Proof Tests,,,,,,LAF37ALLX,201105,,,,5,L
LRIP9B,HDX,HDX,AF37ALLX-813H0030,AF37 Static Proof Tests,,,,,,LAF37ALLX,201106,,,,1,L
LRIP9B,HDX,HDX,AF37ALLX-813H0030,AF37 Static Proof Tests,,,,,,LAF37ALLX,201107,,,,3,L
LRIP9B,HDX,HDX,AF37ALLX-813H0030,AF37 Static Proof Tests,,,,,,LAF37ALLX,201108,,,,2,L
LRIP9B,HDX,HDX,AF37ALLX-813H0030,AF37 Static Proof Tests,,,,,,LAF37ALLX,201109,,,,2,L
LRIP9B,HDX,HDX,AF37ALLX-813H0030,AF37 Static Proof Tests,,,,,,LAF37ALLX,201110,,,,3,L
LRIP9B,HDX,HDX,AF37ALLX-813H0030,AF37 Static Proof Tests,,,,,,LAF37ALLX,201111,,,,3,L
LRIP9B,HDX,HDX,AF37ALLX-813H0030,AF37 Static Proof Tests,,,,,,LAF37ALLX,201112,,,,2,L
LRIP9B,HEX,HEX,AF37815H,AF37 Section 1400 Support,,,,,,LAF37815H,201204,,,,0,L
LRIP9B,HEX,HEX,AF37815H,AF37 Section 1400 Support,,,,,,LAF37815H,201205,,,,0,L
LRIP9B,HEX,HEX,AF37815H,AF37 Section 1400 Support,,,,,,LAF37815H,201206,,,,44.5,L
LRIP9B,HEX,HEX,AF37815H,AF37 Section 1400 Support,,,,,,LAF37815H,201207,,,,18.9,L
LRIP9B,HEX,HEX,AF37815H,AF37 Section 1400 Support,,,,,,LAF37815H,201208,,,,25,L
LRIP9B,HEX,HEX,AF37815H,AF37 Section 1400 Support,,,,,,LAF37815H,201209,,,,25,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201208,,,,101,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201209,,,,52,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201210,,,,5,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201211,,,,5,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201212,,,,0.78260223,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201301,,,,0.537992565,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201302,,,,0.78260223,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201303,,,,0.78260223,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201304,,,,1.228252788,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201305,,,,0.687472119,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201306,,,,0.78260223,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201307,,,,0.663122677,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201308,,,,0.78260223,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201309,,,,0.687472119,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201310,,,,1.228252788,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201311,,,,0.642342007,L
LRIP9B,HJX,HJX,AF37819H,AF37 AV Flight Test Support,,,,,,LAF37819H,201312,,,,0.442081784,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201112,,,,0,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201207,,,,29.49865229,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201208,,,,30.55956873,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201209,,,,31.05121294,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201210,,,,23.59892183,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201211,,,,19.66576819,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201212,,,,17.93207547,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201301,,,,17.85444744,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201302,,,,11.23018868,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201303,,,,10.35040431,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201304,,,,12.93800539,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201305,,,,9.832884097,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201306,,,,10.35040431,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201307,,,,12.42048518,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201308,,,,10.35040431,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201309,,,,9.832884097,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201310,,,,12.93800539,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201311,,,,9.315363881,L
LRIP9B,HEX,HEX,AF37818H,AF37 AV IPT Sect 1100 Support,,,,,,LAF37818H,201312,,,,8.28032345,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201106,,,,26,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201107,,,,127.45,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201108,,,,130.99,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201109,,,,274.76,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201110,,,,175.31,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201111,,,,206.78,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201112,,,,151.37,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201201,,,,37.94,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201202,,,,169.6370079,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201203,,,,189.0012598,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201204,,,,150.5570079,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201205,,,,161.9370079,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201206,,,,189.5844094,L
LRIP9B,HEX,HEX,AF38ALLX-3A4A0030,AF38 Assy & Test of Electrical Comp,,,,,,LAF38ALLX,201207,,,,277.2433071,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G1800,AF38 Moss Point Prod Sec1800,,,,,,LAF38ALLX,201111,,,,565.1,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G1800,AF38 Moss Point Prod Sec1800,,,,,,LAF38ALLX,201112,,,,775.4,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G1800,AF38 Moss Point Prod Sec1800,,,,,,LAF38ALLX,201201,,,,191.1,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2000,AF38 Moss Point Prod Sec2000,,,,,,LAF38ALLX,201109,,,,123.4,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2000,AF38 Moss Point Prod Sec2000,,,,,,LAF38ALLX,201110,,,,449.6,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2000,AF38 Moss Point Prod Sec2000,,,,,,LAF38ALLX,201111,,,,0,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2000,AF38 Moss Point Prod Sec2000,,,,,,LAF38ALLX,201201,,,,0,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2005,AF38 Moss Point Prod Sec2005,,,,,,LAF38ALLX,201107,,,,203.3,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2005,AF38 Moss Point Prod Sec2005,,,,,,LAF38ALLX,201108,,,,229.9,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2005,AF38 Moss Point Prod Sec2005,,,,,,LAF38ALLX,201109,,,,236,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2005,AF38 Moss Point Prod Sec2005,,,,,,LAF38ALLX,201110,,,,10,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2015,AF38 Moss Point Prod Sec2015,,,,,,LAF38ALLX,201107,,,,100.2,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2015,AF38 Moss Point Prod Sec2015,,,,,,LAF38ALLX,201108,,,,503.5,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2015,AF38 Moss Point Prod Sec2015,,,,,,LAF38ALLX,201109,,,,1060,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2015,AF38 Moss Point Prod Sec2015,,,,,,LAF38ALLX,201110,,,,70,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2015,AF38 Moss Point Prod Sec2015,,,,,,LAF38ALLX,201111,,,,11.3,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2015,AF38 Moss Point Prod Sec2015,,,,,,LAF38ALLX,201201,,,,0,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2025,AF38 Moss Point Prod Sec2025,,,,,,LAF38ALLX,201107,,,,184.6,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2025,AF38 Moss Point Prod Sec2025,,,,,,LAF38ALLX,201108,,,,143.7,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2025,AF38 Moss Point Prod Sec2025,,,,,,LAF38ALLX,201109,,,,192.7,L
LRIP9B,HHX,HHX,AF38ALLX-3M1G2025,AF38 Moss Point Prod Sec2025,,,,,,LAF38ALLX,201110,,,,5,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1100,AF38 Build PMC Sect1100,,,,,,LAF38ALLX,201210,,,,0,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1100,AF38 Build PMC Sect1100,,,,,,LAF38ALLX,201211,,,,0,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1100,AF38 Build PMC Sect1100,,,,,,LAF38ALLX,201301,,,,456.3,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1100,AF38 Build PMC Sect1100,,,,,,LAF38ALLX,201302,,,,586.7,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1400,AF38 Build PMC Sect1400,,,,,,LAF38ALLX,201108,,,,0.5,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1400,AF38 Build PMC Sect1400,,,,,,LAF38ALLX,201207,,,,0,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1400,AF38 Build PMC Sect1400,,,,,,LAF38ALLX,201208,,,,0,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1400,AF38 Build PMC Sect1400,,,,,,LAF38ALLX,201209,,,,0,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1400,AF38 Build PMC Sect1400,,,,,,LAF38ALLX,201210,,,,219.6,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1400,AF38 Build PMC Sect1400,,,,,,LAF38ALLX,201211,,,,1004.3,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1400,AF38 Build PMC Sect1400,,,,,,LAF38ALLX,201212,,,,1032.6,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1400,AF38 Build PMC Sect1400,,,,,,LAF38ALLX,201301,,,,564.9,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1600,AF38 Build PMC Sect1600,,,,,,LAF38ALLX,201205,,,,703,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1600,AF38 Build PMC Sect1600,,,,,,LAF38ALLX,201206,,,,834.8,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1600,AF38 Build PMC Sect1600,,,,,,LAF38ALLX,201207,,,,483.3,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1700,AF38 Build PMC Sect1700,,,,,,LAF38ALLX,201201,,,,72.5,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1700,AF38 Build PMC Sect1700,,,,,,LAF38ALLX,201202,,,,705.6,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1700,AF38 Build PMC Sect1700,,,,,,LAF38ALLX,201203,,,,882,L
LRIP9B,HHX,HHX,AF38ALLX-4A1G1700,AF38 Build PMC Sect1700,,,,,,LAF38ALLX,201204,,,,941.8,L
LRIP9B,HBX,HBX,AF38811H,AF38 Weight & Balances Test,,,,,,LAF38811H,201208,,,,20,L
LRIP9B,HBX,HBX,AF38811H,AF38 Weight & Balances Test,,,,,,LAF38811H,201209,,,,20,L
LRIP9B,HBX,HBX,AF38811H,AF38 Weight & Balances Test,,,,,,LAF38811H,201210,,,,30,L
LRIP9B,HBX,HBX,AF38811H,AF38 Weight & Balances Test,,,,,,LAF38811H,201211,,,,28,L
LRIP9B,HBX,HBX,AF38811H,AF38 Weight & Balances Test,,,,,,LAF38811H,201212,,,,20,L
LRIP9B,HBX,HBX,AF38811H,AF38 Weight & Balances Test,,,,,,LAF38811H,201301,,,,20,L
LRIP9B,HBX,HBX,AF38811H,AF38 Weight & Balances Test,,,,,,LAF38811H,201302,,,,15,L
LRIP9B,HBX,HBX,AF38811H,AF38 Weight & Balances Test,,,,,,LAF38811H,201311,,,,1,L
