//CFIN Home DCN,Dept Cost Descr,Site Descr,SCE,SCE Desc,Directorate
ST58FH,MilSatCom 5,"Manhattan Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST44EH,Non me & Coatings,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L065HC,Unman'd A/S Flt Cntrl E30,"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
ST64HD,Dynamics Space A E354,"Manhattan Beach, CA",712705,Design Engineering,Vehicle Engineering
ST24BA,Staff,"Manhattan Beach, CA",712725,Engineering Support,Aerospace Eng Tech Ops
ST68CA,Mfg Proj Mgmt and Eng,"Redondo Beach, CA",712730,Engineering Technicians,Vehicle Engineering
L046AC,Tools/Adv Prog Afford,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
ST56DA,System Ops & Test,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L071GD,Avionics Sys Arch,"El Segundo, CA",712705,Design Engineering,Elec & Payloads
ST54DI,Adv ProgsMod & Sim,"Chantilly, VA",712710,Systems Engineering,Sys Eng Directorate
ST58EC,Mission 1 Programs#1,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST72DF,Digital Products Dev,"El Segundo, CA",712705,Design Engineering,Elec & Payloads
L013CA,SSSD CE 772110,"El Segundo, CA",712725,Engineering Support,AE Leadership
L055DF,Sys Req  Verif-SD2,"San Diego, CA",712710,Systems Engineering,Sys Eng Directorate
ST58EE,Mission 1 Devel #1,"Manhattan Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST55DA,Sys Requirements&Verification,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L042BA,Eng/Mgrs/IPT/Staff,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
ST71OF,Test Ops & Spt,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
L064CL,ES Eqpt & Lines & Engine Inst,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L065AA,"Veh Cntl, Aero & Proplsn","El Segundo, CA",712705,Design Engineering,Vehicle Engineering
ST56AA,Sys Integr & Ops,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L071HE,Avionics Engineering,"Palmdale, CA",712705,Design Engineering,Elec & Payloads
L094FA,Flight Ops 772210,"San Diego, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST93ID,Project Leadership-SP,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST94CJ,ALTB South Base,"Edwards AFB, CA",712820,Field Engineering,"Sys Integ, Test & Eval"
Q042FH,LCS/MPI CDM (OS),"Panama City, FL",712820,Field Engineering,Spec Eng & Prog Int
K056AC,Staff/IPT Leads T1,"San Diego, CA",NSCE,Indirect G&A ,Vehicle Engineering
D045DC,Human Syst  Integ,"Melbourne, FL",712725,Engineering Support,Spec Eng & Prog Int
ST72CE,RF Modems,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
Q081DM,EW Snsr & POD Mgmt PRB,"Camarillo, CA",PRB,PRB,Software Directorate
SICW17,NGAII SPACE DIV ROTATION EMPL~,"Redondo Beach, CA",Int'l,Int'l,Sys Eng Directorate
ST64HB,Thermal Sys Analysis Space - A,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L067HB,RB Spcl Pgms Struct Dsgn E30,"Moss Point, MS",712705,Design Engineering,Vehicle Engineering
ST83CC,Mission Test Sets,"Redondo Beach, CA",712715,Software Engineering,Software Directorate
ST71MG,Product & Tech Spt,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
L042EC,B-2 CDM (Tinker) 772110,"Tinker AFB, OK",712830,Offsite Engineering,Spec Eng & Prog Int
L065HC,Unman'd A/S Flt Cntrl E30,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
ST65JF,Proplsn & Combust Prod,"Unknown City, CA",712705,Design Engineering,Vehicle Engineering
L065LB,"Aerodyn, Aeroelastic, & Load","Palmdale, CA",712705,Design Engineering,Vehicle Engineering
ST71ND,S/c Payload Tst Prod,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
L016CA,AP&T CE 772110,"El Segundo, CA",712725,Engineering Support,AE Leadership
L067DB,SDSS Staff/IPT Leads E30,"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
ST92EF,SSD Offsite Ops S14 (SV),"Redondo Beach, CA",712820,Field Engineering,"Sys Integ, Test & Eval"
L094CF,Flt Test Eng - UCAS  772210,"Edwards AFB, CA",712830,Offsite Engineering,"Sys Integ, Test & Eval"
ST58EF,Mission 1 Design #1,"Manhattan Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L065AA,"Veh Cntl, Aero & Proplsn","Buffalo, NY",712705,Design Engineering,Vehicle Engineering
ST58FA,Military & Civil Sys,"Manhattan Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L094FA,Flight Ops 772210,"Edwards AFB, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L065HF,Unman'd Combat AC VMS E30,"Palmdale, CA",712705,Design Engineering,Vehicle Engineering
ST58ED,Mission 1 Programs#2,"Unknown City, CA",712710,Systems Engineering,Sys Eng Directorate
ST57CG,ReqDevMgtVerif-SB2,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST72FF,Ctrl Elec Packaging,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
SICW33,NGAII - Afghanistan Office,"San Diego, CA",Int'l,Int'l,"Sys Integ, Test & Eval"
L055CA,SysArchPerf & Algors,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L093HF,Special Test Eqmt- ES,"Palmdale, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
K055AC,Staff/IPT Leads T1,"Redondo Beach, CA",NSCE,Indirect G&A ,Sys Eng Directorate
L065LE,Air-Breathing Prop,"Palmdale, CA",712705,Design Engineering,Vehicle Engineering
L092EJ,SSSD Ops S18 (AV),"Patuxent River, MD",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST65JF,Proplsn & Combust Prod,"Edwards AFB, CA",712705,Design Engineering,Vehicle Engineering
L059AA,System Survivability  772130,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
ST72DD,Digital Subsys Dev,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
ST72EA,Mix Signal & Pwr Prd,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
L065JA,PF Staff/IPT Leads E30 772110,"San Diego, CA",712705,Design Engineering,Vehicle Engineering
ST57DC,Space Vehicle Arch,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST72CH,T & R MMIC,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST71NB,Program Execution,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
ST44CD,Elect & Space Parts,"Manhattan Beach, CA",712810,Electronics Engineering,Spec Eng & Prog Int
L065LB,"Aerodyn, Aeroelastic, & Load","Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L064GI,Weapons Integration E30 772110,"Edwards AFB, CA",712705,Design Engineering,Vehicle Engineering
K059AD,SIT&E Staff T2,"Redondo Beach, CA",NSCE,Engineering Indirect,"Sys Integ, Test & Eval"
L014AA,BMES,"El Segundo, CA",712725,Engineering Support,AE Leadership
L094FE,Flt Ops ATDC   772210,"Palmdale, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L064CL,ES Eqpt & Lines & Engine Inst,"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
ST91AA,Test Programs Mgmt,"El Segundo, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L094FF,Flt Ops ATDC   772640,"Palmdale, CA",712830,Offsite Engineering,"Sys Integ, Test & Eval"
L057EG,Sensor Algorithms,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
ST72EF,Adv Freq Synth&Ctrl,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
L067DR,F-35 Doors Strct'l Dsn,"Palmdale, CA",712705,Design Engineering,Vehicle Engineering
L065JL,"PD ECS, Fuel, Hyd & FP E30","Fort Worth, TX",712705,Design Engineering,Vehicle Engineering
ST72FJ,Electronic Pckg Ana,"Redondo Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST72AA,Electronic Products,"El Segundo, CA",712810,Electronics Engineering,Elec & Payloads
D056CG,Sys Integr-Hollywood PRB,"Hollywood, MD",PRB,PRB,Sys Eng Directorate
ST44BA,Staff and Tech Fellows,"Manhattan Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L067KF,PD Spcl Pgms Struc Anlys E30,"Palmdale, CA",712705,Design Engineering,Vehicle Engineering
ST71OC,Ground Syst Prod Eng,"Manhattan Beach, CA",712705,Design Engineering,Elec & Payloads
ST73EC,Reliability Test,"Manhattan Beach, CA",712815,Electronics Technicians,Elec & Payloads
L067HD,HALE Struct Design E30,"Dallas, TX",712705,Design Engineering,Vehicle Engineering
L054DF,Mod&Sim-Rancho,"San Diego, CA",712710,Systems Engineering,Sys Eng Directorate
D066AA,Vehicle Structures,"Melbourne, FL",712705,Design Engineering,Vehicle Engineering
ST67KA,SASS Staff/IPT Leads E354,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
ST72FJ,Electronic Pckg Ana,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST54CH,Tech Develop ME,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST93DG,Thermal Test- SP,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST54CF,Adv Programs ME,"Manhattan Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST91AA,Test Programs Mgmt,"Manhattan Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L094FA,Flight Ops 772210,"El Segundo, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
K056AC,Staff/IPT Leads T1,"Redondo Beach, CA",NSCE,Indirect G&A ,Vehicle Engineering
L071HD,Avionics Ctrl Sys 772620,"Fort Worth, TX",712830,Offsite Engineering,Elec & Payloads
ST92DE,SSD Test Eng S3 (SP),"Manhattan Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST58FG,MilSatCom 4 (BP03),"Sunnyvale, CA",712820,Field Engineering,Sys Eng Directorate
ST72GI,1st Shift Assembly,"Manhattan Beach, CA",712815,Electronics Technicians,Elec & Payloads
L057CJ,ReqDevMgtVerif-PD,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
SICW33,NGAII - Afghanistan Office,"Edwards AFB, CA",Int'l,Int'l,"Sys Integ, Test & Eval"
L042HJ,DI&V-SB sites,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
L094FH,Adv FltTst&Remote Sites 772210,"Mojave, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L042EI,HALE and BAMS CDM 772110,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
ST71NG,RF Test Products,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
ST65FE,S/C Arch & HW Acq,"Manhattan Beach, CA",712705,Design Engineering,Vehicle Engineering
ST71MF,Optical Engineering,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
ST73CA,Semiconductor Matls,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
Q042FC,EW/EA-6B-18G/NGJ/DST CDM,"Goleta, CA",712725,Engineering Support,Spec Eng & Prog Int
D022AA,Process Mgmt,"Melbourne, FL",712725,Engineering Support,Aerospace Eng Tech Ops
L042HH,Misc Prog Eng Plan,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
L093HF,Special Test Eqmt- ES,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST72CJ,RFIC,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
L055DF,Sys Req  Verif-SD2,"Palmdale, CA",712710,Systems Engineering,Sys Eng Directorate
ST58EH,Mission 1 Devel #2,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST72BC,Project Leads,"El Segundo, CA",712810,Electronics Engineering,Elec & Payloads
L045DI,Syst Saftey Palmdale,"Edwards AFB, CA",712725,Engineering Support,Spec Eng & Prog Int
L094FH,Adv FltTst&Remote Sites 772210,"Edwards AFB, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST72GG,1st Shift Test Dig,"Manhattan Beach, CA",712815,Electronics Technicians,Elec & Payloads
SICW33,NGAII - Afghanistan Office,"San Diego, CA",Int'l,Int'l,Vehicle Engineering
ST54CG,Civ&Mil Systems ME,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L093HF,Special Test Eqmt- ES,"El Segundo, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST72CC,Front Ends Low Noise,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
K054AC,Staff/IPT Leads T1,"Redondo Beach, CA",NSCE,Indirect G&A ,Spec Eng & Prog Int
ST72DA,Digital Products,"Manhattan Beach, CA",712705,Design Engineering,Elec & Payloads
L080AA,Software Directorate,"El Segundo, CA",712715,Software Engineering,Software Directorate
L042DA,"Proj Eng, Sup & Est","Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L059EC,Surviv Prog IPTs,"San Diego, CA",712710,Systems Engineering,Sys Eng Directorate
L057CH,ReqDevMgVerif-Tink 772110,"Tinker AFB, OK",712820,Field Engineering,Sys Eng Directorate
L071GE,Mission Plan & Mgmt,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
L071GA,Mission Mgmt-30 772110,"Palmdale, CA",712705,Design Engineering,Elec & Payloads
ST72ED,Mix Signal Unit Eng,"Redondo Beach, CA",712810,Electronics Engineering,Elec & Payloads
L043DC,Eng Prop Palmdale 772210,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
ST82BE,National Systems 2,"Redondo Beach, CA",712715,Software Engineering,Software Directorate
L066AA,Vehicle Structures 772110,"San Diego, CA",712705,Design Engineering,Vehicle Engineering
L067KA,SASS Staff/IPT Leads E30,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L055CJ,SysArcPrfAlgoRBESPd 772110,"Palmdale, CA",712710,Systems Engineering,Sys Eng Directorate
L064CR,"El Segundo C&E,E&L","El Segundo, CA",712705,Design Engineering,Vehicle Engineering
ST71NC,S/C Bus Test Prod,"Manhattan Beach, CA",712705,Design Engineering,Elec & Payloads
ST54DA,Mod & Sim,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L083DB,"UCAS Rqmt, Arch, Tst","San Diego, CA",712715,Software Engineering,Software Directorate
ST57ED,Laser/Sensor SE & Accomodation,"Manhattan Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L071OH,Ground Sys Avionics,"Patuxent River, MD",712705,Design Engineering,Elec & Payloads
ST57CG,ReqDevMgtVerif-SB2,"Manhattan Beach, CA",712710,Systems Engineering,Sys Eng Directorate
Q055DA,Sys Requirements&Verification,"Bethpage, NY",712710,Systems Engineering,Sys Eng Directorate
ST55AA,Sys Def & Verif,"Palmdale, CA",712710,Systems Engineering,Sys Eng Directorate
ST58FF,MilSatCom 4,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
ST57ED,Laser/Sensor SE & Accomodation,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
ST71AB,Subsys & Payload BP03,"Seabrook, MD",712820,Field Engineering,Elec & Payloads
ST72HF,Process Planning,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
L071GF,Mission Systems Arch 772110,"Palmdale, CA",712705,Design Engineering,Elec & Payloads
L043DD,Parts Integration 772210,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
L054DA,Mod & Sim,"San Diego, CA",712710,Systems Engineering,Sys Eng Directorate
L067HD,HALE Struct Design E30,"Moss Point, MS",712705,Design Engineering,Vehicle Engineering
Q042FC,EW/EA-6B-18G/NGJ/DST CDM,"Unknown City, MD",712725,Engineering Support,Spec Eng & Prog Int
ST72DB,Sr. Staff Section,"Manhattan Beach, CA",712705,Design Engineering,Elec & Payloads
D067HF,Melbourne Struct Design E282,"Warner Robins, GA",WR,WR,Vehicle Engineering
ST72AA,Electronic Products,"Redondo Beach, CA",712810,Electronics Engineering,Elec & Payloads
L056CA,System Integration,"San Diego, CA",712710,Systems Engineering,Sys Eng Directorate
ST44BA,Staff and Tech Fellows,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
ST68ED,Solar/Battry/Prec Subassy&Tst,"Redondo Beach, CA",712730,Engineering Technicians,Vehicle Engineering
ST72BE,Mechanical Design II,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST65JH,Cryogenic Tech E354,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
Q064CE,BP C&E E&L Conf Zon EngE84PRB,"Panama City, FL",PRB,PRB,Vehicle Engineering
L042HF,LRS Eng Plan 772110,"Tinker AFB, OK",712725,Engineering Support,Spec Eng & Prog Int
ST44EA,Struct & Elec Mtls/Proc Eng,"Manhattan Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST83CB,Vehicle Test Sets,"Redondo Beach, CA",712715,Software Engineering,Software Directorate
ST43DH,Cust Suppt & Logist BP97,"Redondo Beach, CA",NSCE,Equipment Maintenance Ctr,Spec Eng & Prog Int
L0HB35,ON LEAVE PR 1&4 - EL SEG,"El Segundo, CA",NSCE,Personnel Support Indirect,Spec Eng & Prog Int
L042GD,CM F-35,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
ST43CA,Staff (BP97),"Redondo Beach, CA",NSCE,Equipment Maintenance Ctr,Spec Eng & Prog Int
L044CF,Specs & Stds West Ops,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L013CD,SSSD CE #2 772130,"Tinker AFB, OK",712725,Engineering Support,AE Leadership
L067KF,PD Spcl Pgms Struc Anlys E30,"Tinker AFB, OK",712705,Design Engineering,Vehicle Engineering
L044DD,B-2 Mtls & Proc Eng,"Tinker AFB, OK",712725,Engineering Support,Spec Eng & Prog Int
L067HB,RB Spcl Pgms Struct Dsgn E30,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L045CE,Space & Air Syst Sec,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
ST62AA,Staff/IPT Leads,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L071CA,Comm & Links-30,"San Diego, CA",712705,Design Engineering,Elec & Payloads
L082AA,Space Strike Adv SW,"Tinker AFB, OK",712830,Offsite Engineering,Software Directorate
L045DC,Human Syst  Integ,"Unknown City, CA",712725,Engineering Support,Spec Eng & Prog Int
ST91AB,Test Programs Mgmt BP03,"Edwards AFB, CA",712820,Field Engineering,"Sys Integ, Test & Eval"
L093DJ,"LO Model Fab & Assy, Mach- ES","Palmdale, CA",712730,Engineering Technicians,"Sys Integ, Test & Eval"
L06H60,B-2 WSSC Project Management,"Tinker AFB, OK",712830,Offsite Engineering,Sys Eng Directorate
L094FB,Flt Ops - B-2 & UCAS,"Unknown City, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L045CD,EME & Vuln Palmdale,"Tinker AFB, OK",712725,Engineering Support,Spec Eng & Prog Int
ST83CA,Space Test Software,"Manhattan Beach, CA",712715,Software Engineering,Software Directorate
L045DC,Human Syst  Integ,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
L013CD,SSSD CE #2 772130,"San Diego, CA",712725,Engineering Support,AE Leadership
ST72GE,Substrates,"Manhattan Beach, CA",712815,Electronics Technicians,Elec & Payloads
ST71NB,Program Execution,"Manhattan Beach, CA",712705,Design Engineering,Elec & Payloads
L045CI,Staff,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
K059AD,SIT&E Staff T2,"Edwards AFB, CA",NSCE,Engineering Indirect,"Sys Integ, Test & Eval"
ST72CB,Program Execution,"Redondo Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST58FD,MilSatCom 2,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L063AA,Integ Veh Sys & Electromech,"Palmdale, CA",712705,Design Engineering,Vehicle Engineering
ST68DC,Ant & Struct Assy,"Redondo Beach, CA",712730,Engineering Technicians,Vehicle Engineering
L050AC,Systems Eng (e30) 772110,"Melbourne, FL",712710,Systems Engineering,Sys Eng Directorate
ST72BD,Mechanical Design I,"Redondo Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST71ND,S/c Payload Tst Prod,"Manhattan Beach, CA",712705,Design Engineering,Elec & Payloads
L094CH,Flt Test Eng- ATDC  772640,"Unknown City, NV",712830,Offsite Engineering,"Sys Integ, Test & Eval"
Q056CE,Sys Integr-Hollywood BP,"Huntsville, AL",712820,Field Engineering,Sys Eng Directorate
ST44FB,Staff,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST72AA,Electronic Products,Remote Worker,712810,Electronics Engineering,Elec & Payloads
ST72DH,ASIC/FPGA Technology,"Manhattan Beach, CA",712705,Design Engineering,Elec & Payloads
L016CB,AP&T CE 772110,"Redondo Beach, CA",712725,Engineering Support,AE Leadership
ST93IA,"Mech Eng, Assy & Test Ops","Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST23BA,Staff,"Redondo Beach, CA",712725,Engineering Support,Aerospace Eng Tech Ops
Q094FN,Adv Hawkeye Flt Test  OS,"Patuxent River, MD",712820,Field Engineering,"Sys Integ, Test & Eval"
L042HK,LRS Eng Plan 772130,"Tinker AFB, OK",712725,Engineering Support,Spec Eng & Prog Int
ST63AA,Intg Veh Sys & Elect,"Manhattan Beach, CA",712705,Design Engineering,Vehicle Engineering
ST71OG,Ground Sys Integ,"Manhattan Beach, CA",712705,Design Engineering,Elec & Payloads
L013CA,SSSD CE 772110,"Palmdale, CA",712725,Engineering Support,AE Leadership
L045CE,Space & Air Syst Sec,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L050AC,Systems Eng (e30) 772110,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L082DC,Advanced Programs 2,"Aurora, CO",712830,Offsite Engineering,Software Directorate
L065LA,FA Staff/IPT Leads E30,"San Diego, CA",712705,Design Engineering,Vehicle Engineering
ST43EA,Metrology Services BP97,"Redondo Beach, CA",NSCE,Equipment Maintenance Ctr,Spec Eng & Prog Int
Q094FM,Adv Hawkeye Flt Test  BP,"Hollywood, MD",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L059DD,Supportability,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L045BA,Staff/ IPT Lead 772110,"Wright-Patterson AFB, OH",712725,Engineering Support,Spec Eng & Prog Int
ST45CB,EME & Vuln & Labs SB,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L065JA,PF Staff/IPT Leads E30 772110,"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
ST67DC,SDSS Staff/IPT Leads E354,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L042DD,Eng Tech Estimating,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
ST92DD,SSD Test Eng S2 (SP),"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L063AA,Integ Veh Sys & Electromech,"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
ST68DE,Ant & RF Dev,"Manhattan Beach, CA",712730,Engineering Technicians,Vehicle Engineering
ST71OA,Grnd Prod Eng&Integ,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
ST68DJ,"Composties, Ant & Struct BP03","Edwards AFB, CA",712820,Field Engineering,Vehicle Engineering
L016CA,AP&T CE 772110,"Redondo Beach, CA",712725,Engineering Support,AE Leadership
SICW22,NGAii - Italy Office,"El Segundo, CA",Int'l,Int'l,Sys Eng Directorate
L082CA,Strike Software 772110,"El Segundo, CA",712715,Software Engineering,Software Directorate
Q094FN,Adv Hawkeye Flt Test  OS,"Hollywood, MD",712820,Field Engineering,"Sys Integ, Test & Eval"
L067NA,SAUI Staff/IPT Leads E30,"San Diego, CA",712705,Design Engineering,Vehicle Engineering
ST73DB,Backside & DSV Proc,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST57EE,SensorAnalys&Aligns,"Unknown City, CA",712710,Systems Engineering,Sys Eng Directorate
L054DJ,Mod & Sim-Tac Sim,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L094AC,Flight Test  772210,"Palmdale, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L094FI,Adv FltTst&Remote Sites 772640,"Mojave, CA",712830,Offsite Engineering,"Sys Integ, Test & Eval"
ST56DE,L&A CS/MS,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
Q094FM,Adv Hawkeye Flt Test  BP,"California, MD",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L064FA,ISED Staff/IPT Leads E30,"San Diego, CA",712705,Design Engineering,Vehicle Engineering
L071HE,Avionics Engineering,"Colorado Springs, CO",712705,Design Engineering,Elec & Payloads
ST65JE,DirEn Fluid Systems BP03,"Redondo Beach, CA",712820,Field Engineering,Vehicle Engineering
ST83CA,Space Test Software,"Redondo Beach, CA",712715,Software Engineering,Software Directorate
L050AC,Systems Eng (e30) 772110,"San Diego, CA",712710,Systems Engineering,Sys Eng Directorate
ST68DE,Ant & RF Dev,"Redondo Beach, CA",712730,Engineering Technicians,Vehicle Engineering
L064CA,Staff/IPT Leads,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L065HA,VMS Staff/IPT Leads E30,"San Diego, CA",712705,Design Engineering,Vehicle Engineering
L020BC,Staff 772110,"Redondo Beach, CA",712725,Engineering Support,Aerospace Eng Tech Ops
L094FH,Adv FltTst&Remote Sites 772210,"Palmdale, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST71OF,Test Ops & Spt,"Manhattan Beach, CA",712705,Design Engineering,Elec & Payloads
L059DE,Technology Integr,"Ogden, UT",712710,Systems Engineering,Sys Eng Directorate
L054DJ,Mod & Sim-Tac Sim,"Palmdale, CA",712710,Systems Engineering,Sys Eng Directorate
ST71NF,Dig&Analog Tst Prod,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
L014AA,BMES,"Palmdale, CA",712725,Engineering Support,AE Leadership
ST71LA,Sensors & Imaging SP,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
ST56CM,Sys Integr Natl Sys1 (BP03),"Aurora, CO",712820,Field Engineering,Sys Eng Directorate
Q081DB,Strat Track & Fusion,"Colorado Springs, CO",712820,Field Engineering,Software Directorate
ST71OB,Test Sys Prod Eng,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
L016CC,AP&T CE 772130,"El Segundo, CA",712725,Engineering Support,AE Leadership
L013CC,SSSD CE #2 772110,"Tinker AFB, OK",712725,Engineering Support,AE Leadership
L071GA,Mission Mgmt-30 772110,"Tinker AFB, OK",712705,Design Engineering,Elec & Payloads
L064CN,"PD C&E,E&L,Conf Zne,Eng772620","Tinker AFB, OK",712830,Offsite Engineering,Vehicle Engineering
L065AA,"Veh Cntl, Aero & Proplsn","Palmdale, CA",712705,Design Engineering,Vehicle Engineering
ST64FE,EDI Space B (Civil/DoD),"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L064FG,Palmdale CHE & EPS-- Air  E30,"Tinker AFB, OK",712705,Design Engineering,Vehicle Engineering
L064FA,ISED Staff/IPT Leads E30,"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
